name,value,year,lastValue,rank
BERMUDA,197089,2018.6,211062,1
GERMANY,218566,2018.6,230979,1
BRAZIL,565685,2018.6,599046,1
SWITZERLAND,-11253,2018.6,-19893,1
CANADA,161080,2018.6,130590,1
UNITED STATES,1218406,2018.6,760723,1
CHINA,724481,2018.6,781192,1
ITALY,-15309,2018.6,-18842,1
AUSTRALIA,-10792,2018.6,-5647,1
NETHERLANDS,942631,2018.6,1194795,1
JAPAN,-13922,2018.6,-16535,1
FRANCE,4518,2018.6,8030,1
RUSSIA,103704,2018.6,105246,1
BRITAIN,118680,2018.6,128405,1
BERMUDA,278747,2018.6,298508,1
ITALY,-21652,2018.6,-26649,1
CANADA,227818,2018.6,184696,1
SWITZERLAND,-15915,2018.6,-28135,1
RUSSIA,146671,2018.6,148852,1
FRANCE,6390,2018.6,11357,1
BRITAIN,167851,2018.6,181605,1
CHINA,1024647,2018.6,1104855,1
JAPAN,-19690,2018.6,-23386,1
AUSTRALIA,-15263,2018.6,-7987,1
BRAZIL,800059,2018.6,847242,1
UNITED STATES,1723215,2018.6,1075906,1
NETHERLANDS,1333181,2018.6,1689821,1
GERMANY,309122,2018.6,326679,1
BELGIUM,-915,2018.6,1033,1
ITALY,-11367,2018.6,-15309,1
JAPAN,-10973,2018.6,-13922,1
UNITED STATES,1462859,2018.6,1218406,1
BERMUDA,169828,2018.6,197089,1
FRANCE,5084,2018.6,4518,1
CHINA,563149,2018.6,724481,1
CANADA,128243,2018.6,161080,1
GERMANY,223150,2018.6,218566,1
RUSSIA,84190,2018.6,103704,1
SWITZERLAND,-6326,2018.6,-11253,1
SWEDEN,51188,2018.6,23969,1
BRITAIN,111993,2018.6,118680,1
BRAZIL,542658,2018.6,565685,1
NETHERLANDS,1469396,2018.6,942631,1
AUSTRALIA,-17419,2018.6,-10792,1
CHINA,796472,2018.6,1024647,1
SWITZERLAND,-8947,2018.6,-15915,1
RUSSIA,119072,2018.6,146671,1
AUSTRALIA,-24636,2018.6,-15263,1
ITALY,-16077,2018.6,-21652,1
BERMUDA,240191,2018.6,278747,1
NETHERLANDS,2078194,2018.6,1333181,1
CANADA,181376,2018.6,227818,1
UNITED STATES,2068949,2018.6,1723215,1
FRANCE,7190,2018.6,6390,1
BELGIUM,-1294,2018.6,1460,1
JAPAN,-15520,2018.6,-19690,1
SWEDEN,72396,2018.6,33899,1
BRAZIL,767492,2018.6,800059,1
BRITAIN,158394,2018.6,167851,1
GERMANY,315606,2018.6,309122,1
AUSTRALIA,-17110,2018.6,-17419,1
BERMUDA,141839,2018.6,169828,1
CANADA,125732,2018.6,128243,1
UNITED STATES,1496302,2018.6,1462859,1
FRANCE,8834,2018.6,5084,1
RUSSIA,77277,2018.6,84190,1
BRITAIN,91031,2018.6,111993,1
BELGIUM,-2064,2018.6,-915,1
SWEDEN,40509,2018.6,51188,1
ISRAEL,-20046,2018.6,-20045,1
JAPAN,-11119,2018.6,-10973,1
NETHERLANDS,1585991,2018.6,1469396,1
ITALY,-5538,2018.6,-11367,1
CHINA,451559,2018.6,563149,1
SWITZERLAND,-14590,2018.6,-6326,1
BRAZIL,630637,2018.6,542658,1
GERMANY,205630,2018.6,223150,1
GERMANY,290826,2018.6,315606,1
CANADA,177825,2018.6,181376,1
BRAZIL,891922,2018.6,767492,1
ISRAEL,-28352,2018.6,-28350,1
FRANCE,12494,2018.6,7190,1
ITALY,-7832,2018.6,-16077,1
BRITAIN,128746,2018.6,158394,1
BERMUDA,200605,2018.6,240191,1
JAPAN,-15725,2018.6,-15520,1
SWEDEN,57293,2018.6,72396,1
CHINA,638648,2018.6,796472,1
RUSSIA,109294,2018.6,119072,1
AUSTRALIA,-24199,2018.6,-24636,1
NETHERLANDS,2243096,2018.6,2078194,1
SWITZERLAND,-20636,2018.6,-8947,1
BELGIUM,-2919,2018.6,-1294,1
UNITED STATES,2116249,2018.6,2068949,1
BELGIUM,-6276,2018.6,-2064,1
ITALY,-14754,2018.6,-5538,1
BRITAIN,79633,2018.6,91031,1
SWEDEN,41735,2018.6,40509,1
RUSSIA,69015,2018.6,77277,1
FRANCE,6863,2018.6,8834,1
ISRAEL,-17999,2018.6,-20046,1
SWITZERLAND,-12002,2018.6,-14590,1
JAPAN,-10280,2018.6,-11119,1
CANADA,119702,2018.6,125732,1
BERMUDA,124470,2018.6,141839,1
BRAZIL,647851,2018.6,630637,1
NETHERLANDS,1475967,2018.6,1585991,1
CHINA,498252,2018.6,451559,1
UNITED STATES,1189060,2018.6,1496302,1
AUSTRALIA,-13624,2018.6,-17110,1
GERMANY,157132,2018.6,205630,1
NETHERLANDS,2087488,2018.6,2243096,1
BERMUDA,176040,2018.6,200605,1
AUSTRALIA,-19268,2018.6,-24199,1
ITALY,-20867,2018.6,-7832,1
BELGIUM,-8876,2018.6,-2919,1
UNITED STATES,1681710,2018.6,2116249,1
FRANCE,9706,2018.6,12494,1
GERMANY,222234,2018.6,290826,1
CHINA,704687,2018.6,638648,1
RUSSIA,97609,2018.6,109294,1
BRITAIN,112626,2018.6,128746,1
SWEDEN,59026,2018.6,57293,1
ISRAEL,-25456,2018.6,-28352,1
CANADA,169297,2018.6,177825,1
JAPAN,-14539,2018.6,-15725,1
BRAZIL,916268,2018.6,891922,1
SWITZERLAND,-16975,2018.6,-20636,1
CHINA,556439,2018.6,498252,1
SWITZERLAND,-11087,2018.6,-12002,1
ITALY,-11940,2018.6,-14754,1
CANADA,157284,2018.6,119702,1
AUSTRALIA,-14288,2018.6,-13624,1
GERMANY,181803,2018.6,157132,1
UNITED STATES,1564739,2018.6,1189060,1
BRITAIN,82720,2018.6,79633,1
BELGIUM,-8084,2018.6,-6276,1
NETHERLANDS,910197,2018.6,1475967,1
ISRAEL,-13679,2018.6,-17999,1
BERMUDA,115358,2018.6,124470,1
RUSSIA,65895,2018.6,69015,1
FRANCE,6475,2018.6,6863,1
SWEDEN,42406,2018.6,41735,1
JAPAN,-11396,2018.6,-10280,1
BRAZIL,653794,2018.6,647851,1
BERMUDA,163154,2018.6,176040,1
BELGIUM,-11433,2018.6,-8876,1
SWEDEN,59975,2018.6,59026,1
NETHERLANDS,1287309,2018.6,2087488,1
RUSSIA,93196,2018.6,97609,1
AUSTRALIA,-20208,2018.6,-19268,1
BRITAIN,116992,2018.6,112626,1
ITALY,-16887,2018.6,-20867,1
BRAZIL,924672,2018.6,916268,1
JAPAN,-16117,2018.6,-14539,1
FRANCE,9158,2018.6,9706,1
ISRAEL,-19346,2018.6,-25456,1
UNITED STATES,2213040,2018.6,1681710,1
SWITZERLAND,-15680,2018.6,-16975,1
CHINA,786982,2018.6,704687,1
GERMANY,257128,2018.6,222234,1
CANADA,222449,2018.6,169297,1
ITALY,-16429,2018.6,-11940,1
SWITZERLAND,-4706,2018.6,-11087,1
ISRAEL,-14043,2018.6,-13679,1
GERMANY,209299,2018.6,181803,1
NETHERLANDS,550784,2018.6,910197,1
BELGIUM,-9778,2018.6,-8084,1
BRAZIL,712906,2018.6,653794,1
BRITAIN,97233,2018.6,82720,1
CANADA,171687,2018.6,157284,1
RUSSIA,69832,2018.6,65895,1
AUSTRALIA,-16085,2018.6,-14288,1
SWEDEN,42854,2018.6,42406,1
BERMUDA,117390,2018.6,115358,1
JAPAN,-11270,2018.6,-11396,1
UNITED STATES,1222543,2018.6,1564739,1
FRANCE,5292,2018.6,6475,1
CHINA,458388,2018.6,556439,1
BRAZIL,1008277,2018.6,924672,1
JAPAN,-15939,2018.6,-16117,1
NETHERLANDS,778985,2018.6,1287309,1
SWITZERLAND,-6656,2018.6,-15680,1
BELGIUM,-13829,2018.6,-11433,1
RUSSIA,98764,2018.6,93196,1
BERMUDA,166026,2018.6,163154,1
FRANCE,7484,2018.6,9158,1
ISRAEL,-19861,2018.6,-19346,1
GERMANY,296016,2018.6,257128,1
AUSTRALIA,-22749,2018.6,-20208,1
CANADA,242820,2018.6,222449,1
ITALY,-23236,2018.6,-16887,1
BRITAIN,137518,2018.6,116992,1
SWEDEN,60609,2018.6,59975,1
CHINA,648307,2018.6,786982,1
UNITED STATES,1729066,2018.6,2213040,1
GERMANY,298981,2018.6,209299,1
SWITZERLAND,-2542,2018.6,-4706,1
FRANCE,2148,2018.6,5292,1
BRITAIN,71843,2018.6,97233,1
JAPAN,5083,2018.6,-11270,1
CANADA,158917,2018.6,171687,1
SINGAPORE,13146,2018.6,,1
ISRAEL,-11257,2018.6,-14043,1
NETHERLANDS,990300,2018.6,550784,1
CHINA,428481,2018.6,458388,1
BRAZIL,647968,2018.6,712906,1
RUSSIA,58576,2018.6,69832,1
BERMUDA,87384,2018.6,117390,1
ITALY,-16592,2018.6,-16429,1
SWEDEN,47121,2018.6,42854,1
UNITED STATES,1289196,2018.6,1222543,1
AUSTRALIA,-13850,2018.6,-16085,1
BELGIUM,925,2018.6,-9778,1
CHINA,606008,2018.6,648307,1
UNITED STATES,1823334,2018.6,1729066,1
SINGAPORE,18592,2018.6,,1
ISRAEL,-15921,2018.6,-19861,1
FRANCE,3037,2018.6,7484,1
BRITAIN,101609,2018.6,137518,1
ITALY,-23467,2018.6,-23236,1
GERMANY,422854,2018.6,296016,1
RUSSIA,82845,2018.6,98764,1
CANADA,224760,2018.6,242820,1
BERMUDA,123588,2018.6,166026,1
SWITZERLAND,-3595,2018.6,-6656,1
SWEDEN,66644,2018.6,60609,1
BELGIUM,1308,2018.6,-13829,1
JAPAN,7188,2018.6,-15939,1
NETHERLANDS,1400600,2018.6,778985,1
BRAZIL,916433,2018.6,1008277,1
AUSTRALIA,-19588,2018.6,-22749,1
RUSSIA,63639,2018.6,58576,1
FRANCE,754,2018.6,2148,1
SWITZERLAND,-2558,2018.6,-2542,1
SWEDEN,81465,2018.6,47121,1
ITALY,-23636,2018.6,-16592,1
BRAZIL,732508,2018.6,647968,1
AUSTRALIA,-17931,2018.6,-13850,1
CHINA,433243,2018.6,428481,1
ISRAEL,-11814,2018.6,-11257,1
SINGAPORE,7769,2018.6,13146,1
BRITAIN,70220,2018.6,71843,1
JAPAN,5499,2018.6,5083,1
NETHERLANDS,539301,2018.6,990300,1
CANADA,173184,2018.6,158917,1
GERMANY,297530,2018.6,298981,1
BELGIUM,-5612,2018.6,925,1
BERMUDA,84544,2018.6,87384,1
UNITED STATES,1497196,2018.6,1289196,1
GERMANY,420802,2018.6,422854,1
SWEDEN,115217,2018.6,66644,1
SINGAPORE,10988,2018.6,18592,1
RUSSIA,90006,2018.6,82845,1
NETHERLANDS,762743,2018.6,1400600,1
SWITZERLAND,-3618,2018.6,-3595,1
BRAZIL,1036000,2018.6,916433,1
JAPAN,7778,2018.6,7188,1
BERMUDA,119572,2018.6,123588,1
ITALY,-33429,2018.6,-23467,1
BELGIUM,-7937,2018.6,1308,1
UNITED STATES,2117513,2018.6,1823334,1
BRITAIN,99314,2018.6,101609,1
ISRAEL,-16708,2018.6,-15921,1
CANADA,244937,2018.6,224760,1
CHINA,612743,2018.6,606008,1
FRANCE,1066,2018.6,3037,1
AUSTRALIA,-25360,2018.6,-19588,1
NETHERLANDS,231971,2018.6,539301,1
UNITED STATES,1808276,2018.6,1497196,1
JAPAN,-3193,2018.6,5499,1
RUSSIA,97611,2018.6,63639,1
GERMANY,224310,2018.6,297530,1
CANADA,137018,2018.6,173184,1
BELGIUM,-3339,2018.6,-5612,1
ISRAEL,-11672,2018.6,-11814,1
SWEDEN,72647,2018.6,81465,1
FRANCE,439,2018.6,754,1
CHINA,469535,2018.6,433243,1
AUSTRALIA,-22089,2018.6,-17931,1
SWITZERLAND,-924,2018.6,-2558,1
ITALY,-17053,2018.6,-23636,1
BRITAIN,60313,2018.6,70220,1
SINGAPORE,5596,2018.6,7769,1
BERMUDA,68692,2018.6,84544,1
BRAZIL,690450,2018.6,732508,1
AUSTRALIA,-31241,2018.6,-25360,1
ISRAEL,-16508,2018.6,-16708,1
FRANCE,622,2018.6,1066,1
RUSSIA,138053,2018.6,90006,1
SINGAPORE,7915,2018.6,10988,1
BRITAIN,85301,2018.6,99314,1
CHINA,664072,2018.6,612743,1
BELGIUM,-4722,2018.6,-7937,1
GERMANY,317246,2018.6,420802,1
JAPAN,-4516,2018.6,7778,1
UNITED STATES,2557479,2018.6,2117513,1
SWEDEN,102746,2018.6,115217,1
BRAZIL,976516,2018.6,1036000,1
BERMUDA,97153,2018.6,119572,1
SWITZERLAND,-1306,2018.6,-3618,1
ITALY,-24119,2018.6,-33429,1
CANADA,193787,2018.6,244937,1
NETHERLANDS,328081,2018.6,762743,1
SINGAPORE,6738,2018.6,5596,1
RUSSIA,89066,2018.6,97611,1
UNITED STATES,1801332,2018.6,1808276,1
CANADA,179308,2018.6,137018,1
SWEDEN,73231,2018.6,72647,1
SWITZERLAND,3575,2018.6,-924,1
CHINA,561345,2018.6,469535,1
GERMANY,285545,2018.6,224310,1
ISRAEL,-15139,2018.6,-11672,1
NETHERLANDS,295429,2018.6,231971,1
JAPAN,-6929,2018.6,-3193,1
BRAZIL,888208,2018.6,690450,1
BERMUDA,84484,2018.6,68692,1
AUSTRALIA,-25329,2018.6,-22089,1
BELGIUM,-1818,2018.6,-3339,1
FRANCE,454,2018.6,439,1
ITALY,-3822,2018.6,-17053,1
BRITAIN,115337,2018.6,60313,1
BELGIUM,-2571,2018.6,-4722,1
RUSSIA,125968,2018.6,138053,1
BRAZIL,1256210,2018.6,976516,1
SWEDEN,103572,2018.6,102746,1
CHINA,793921,2018.6,664072,1
AUSTRALIA,-35824,2018.6,-31241,1
CANADA,253599,2018.6,193787,1
ITALY,-5406,2018.6,-24119,1
SWITZERLAND,5056,2018.6,-1306,1
UNITED STATES,2547658,2018.6,2557479,1
JAPAN,-9799,2018.6,-4516,1
GERMANY,403852,2018.6,317246,1
NETHERLANDS,417830,2018.6,328081,1
ISRAEL,-21411,2018.6,-16508,1
BRITAIN,163124,2018.6,85301,1
SINGAPORE,9529,2018.6,7915,1
FRANCE,642,2018.6,622,1
BERMUDA,119487,2018.6,97153,1
SWEDEN,53661,2018.6,73231,1
BRITAIN,113395,2018.6,115337,1
GERMANY,259134,2018.6,285545,1
ISRAEL,-12208,2018.6,-15139,1
FRANCE,173,2018.6,454,1
ITALY,-3945,2018.6,-3822,1
LUXEMBOURG,40413,2018.6,,1
NETHERLANDS,651647,2018.6,295429,1
CANADA,112134,2018.6,179308,1
SWITZERLAND,-1378,2018.6,3575,1
AUSTRALIA,-22269,2018.6,-25329,1
UNITED STATES,2007394,2018.6,1801332,1
SINGAPORE,6859,2018.6,6738,1
RUSSIA,77119,2018.6,89066,1
CHINA,412708,2018.6,561345,1
JAPAN,6053,2018.6,-6929,1
BRAZIL,701046,2018.6,888208,1
BELGIUM,-879,2018.6,-1818,1
FRANCE,244,2018.6,642,1
BRITAIN,160377,2018.6,163124,1
LUXEMBOURG,57157,2018.6,,1
CANADA,158593,2018.6,253599,1
AUSTRALIA,-31495,2018.6,-35824,1
SWITZERLAND,-1949,2018.6,5056,1
CHINA,583701,2018.6,793921,1
SINGAPORE,9701,2018.6,9529,1
UNITED STATES,2839095,2018.6,2547658,1
SWEDEN,75894,2018.6,103572,1
BRAZIL,991503,2018.6,1256210,1
ISRAEL,-17266,2018.6,-21411,1
JAPAN,8561,2018.6,-9799,1
RUSSIA,109071,2018.6,125968,1
NETHERLANDS,921636,2018.6,417830,1
ITALY,-5579,2018.6,-5406,1
BELGIUM,-1243,2018.6,-2571,1
GERMANY,366498,2018.6,403852,1
AUSTRALIA,-17929,2018.6,-22269,1
RUSSIA,50119,2018.6,77119,1
CHINA,299063,2018.6,412708,1
CANADA,78299,2018.6,112134,1
INDIA,3372,2018.6,-13760,1
ITALY,285,2018.6,-3945,1
JAPAN,12442,2018.6,6053,1
ISRAEL,-22254,2018.6,-12208,1
UNITED STATES,1586299,2018.6,2007394,1
BRAZIL,764171,2018.6,701046,1
BELGIUM,3681,2018.6,-879,1
NETHERLANDS,567011,2018.6,651647,1
GERMANY,265351,2018.6,259134,1
SINGAPORE,4485,2018.6,6859,1
BRITAIN,128108,2018.6,113395,1
FRANCE,209,2018.6,173,1
SWITZERLAND,-3886,2018.6,-1378,1
BRITAIN,181185,2018.6,160377,1
SINGAPORE,6344,2018.6,9701,1
SWITZERLAND,-5496,2018.6,-1949,1
CHINA,422971,2018.6,583701,1
ITALY,403,2018.6,-5579,1
JAPAN,17597,2018.6,8561,1
BRAZIL,1080781,2018.6,991503,1
AUSTRALIA,-25358,2018.6,-31495,1
GERMANY,375291,2018.6,366498,1
ISRAEL,-31474,2018.6,-17266,1
NETHERLANDS,801935,2018.6,921636,1
RUSSIA,70884,2018.6,109071,1
FRANCE,295,2018.6,244,1
UNITED STATES,2243532,2018.6,2839095,1
INDIA,4770,2018.6,-19461,1
CANADA,110740,2018.6,158593,1
BELGIUM,5206,2018.6,-1243,1
SWITZERLAND,-9028,2018.6,-3886,1
BELGIUM,-6056,2018.6,3681,1
NETHERLANDS,919853,2018.6,567011,1
BRAZIL,1748407,2018.6,764171,1
INDIA,-9160,2018.6,3372,1
GERMANY,320160,2018.6,265351,1
FRANCE,1491,2018.6,209,1
SINGAPORE,9568,2018.6,4485,1
BRITAIN,139728,2018.6,128108,1
CHINA,162694,2018.6,299063,1
CANADA,263716,2018.6,78299,1
RUSSIA,59221,2018.6,50119,1
AUSTRALIA,-14978,2018.6,-17929,1
ISRAEL,-22246,2018.6,-22254,1
ITALY,-10434,2018.6,285,1
JAPAN,-8066,2018.6,12442,1
UNITED STATES,1272478,2018.6,1586299,1
SWITZERLAND,-12769,2018.6,-5496,1
CHINA,230101,2018.6,422971,1
NETHERLANDS,1300966,2018.6,801935,1
INDIA,-12955,2018.6,4770,1
ITALY,-14757,2018.6,403,1
GERMANY,452808,2018.6,375291,1
AUSTRALIA,-21184,2018.6,-25358,1
SINGAPORE,13533,2018.6,6344,1
FRANCE,2108,2018.6,295,1
ISRAEL,-31463,2018.6,-31474,1
BELGIUM,-8564,2018.6,5206,1
JAPAN,-11408,2018.6,17597,1
UNITED STATES,1799689,2018.6,2243532,1
CANADA,372978,2018.6,110740,1
RUSSIA,83758,2018.6,70884,1
BRAZIL,2472806,2018.6,1080781,1
BRITAIN,197620,2018.6,181185,1
SINGAPORE,7310,2018.6,9568,1
BELGIUM,-9691,2018.6,-6056,1
ISRAEL,-17966,2018.6,-22246,1
FRANCE,1943,2018.6,1491,1
ITALY,-8077,2018.6,-10434,1
BRAZIL,1688454,2018.6,1748407,1
UNITED STATES,639199,2018.6,1272478,1
CHINA,141966,2018.6,162694,1
BRITAIN,105568,2018.6,139728,1
INDIA,-8629,2018.6,-9160,1
SWITZERLAND,-22310,2018.6,-9028,1
AUSTRALIA,-13037,2018.6,-14978,1
CANADA,338649,2018.6,263716,1
RUSSIA,38684,2018.6,59221,1
JAPAN,-4789,2018.6,-8066,1
GERMANY,266737,2018.6,320160,1
NETHERLANDS,945748,2018.6,919853,1
AUSTRALIA,-18438,2018.6,-21184,1
GERMANY,377251,2018.6,452808,1
JAPAN,-6773,2018.6,-11408,1
BRAZIL,2388012,2018.6,2472806,1
CANADA,478958,2018.6,372978,1
SINGAPORE,10339,2018.6,13533,1
NETHERLANDS,1337589,2018.6,1300966,1
BELGIUM,-13707,2018.6,-8564,1
ISRAEL,-25410,2018.6,-31463,1
CHINA,200785,2018.6,230101,1
FRANCE,2747,2018.6,2108,1
INDIA,-12205,2018.6,-12955,1
ITALY,-11424,2018.6,-14757,1
SWITZERLAND,-31553,2018.6,-12769,1
RUSSIA,54711,2018.6,83758,1
UNITED STATES,904031,2018.6,1799689,1
BRITAIN,149306,2018.6,197620,1
ITALY,-9238,2018.6,-8077,1
SWITZERLAND,-20911,2018.6,-22310,1
UNITED STATES,592731,2018.6,639199,1
CHINA,161676,2018.6,141966,1
BRITAIN,111389,2018.6,105568,1
ISRAEL,-13259,2018.6,-17966,1
AUSTRALIA,-17133,2018.6,-13037,1
CANADA,336786,2018.6,338649,1
BRAZIL,1720769,2018.6,1688454,1
FRANCE,1983,2018.6,1943,1
NETHERLANDS,870512,2018.6,945748,1
GERMANY,259287,2018.6,266737,1
BELGIUM,-10412,2018.6,-9691,1
JAPAN,-1080,2018.6,-4789,1
INDIA,-7509,2018.6,-8629,1
RUSSIA,69218,2018.6,38684,1
RUSSIA,97896,2018.6,54711,1
ISRAEL,-18752,2018.6,-25410,1
CANADA,476322,2018.6,478958,1
AUSTRALIA,-24231,2018.6,-18438,1
CHINA,228662,2018.6,200785,1
JAPAN,-1527,2018.6,-6773,1
SWITZERLAND,-29576,2018.6,-31553,1
GERMANY,366714,2018.6,377251,1
ITALY,-13065,2018.6,-11424,1
INDIA,-10620,2018.6,-12205,1
NETHERLANDS,1231181,2018.6,1337589,1
UNITED STATES,838310,2018.6,904031,1
BRAZIL,2433716,2018.6,2388012,1
BRITAIN,157540,2018.6,149306,1
FRANCE,2805,2018.6,2747,1
BELGIUM,-14726,2018.6,-13707,1
FRANCE,1235,2018.6,1983,1
CHINA,205530,2018.6,161676,1
INDIA,-6020,2018.6,-7509,1
RUSSIA,50209,2018.6,69218,1
ISRAEL,-8487,2018.6,-13259,1
CANADA,257132,2018.6,336786,1
NETHERLANDS,962679,2018.6,870512,1
SWITZERLAND,-16468,2018.6,-20911,1
BRITAIN,119834,2018.6,111389,1
UNITED STATES,594471,2018.6,592731,1
ITALY,-3392,2018.6,-9238,1
AUSTRALIA,-14968,2018.6,-17133,1
GERMANY,253407,2018.6,259287,1
BRAZIL,1101284,2018.6,1720769,1
BELGIUM,-4360,2018.6,-10412,1
JAPAN,4229,2018.6,-1080,1
ISRAEL,-12003,2018.6,-18752,1
BRITAIN,169484,2018.6,157540,1
NETHERLANDS,1361535,2018.6,1231181,1
CANADA,363667,2018.6,476322,1
RUSSIA,71012,2018.6,97896,1
JAPAN,5981,2018.6,-1527,1
BELGIUM,-6166,2018.6,-14726,1
AUSTRALIA,-21170,2018.6,-24231,1
INDIA,-8514,2018.6,-10620,1
ITALY,-4797,2018.6,-13065,1
BRAZIL,1557567,2018.6,2433716,1
SWITZERLAND,-23291,2018.6,-29576,1
FRANCE,1747,2018.6,2805,1
GERMANY,358398,2018.6,366714,1
UNITED STATES,840772,2018.6,838310,1
CHINA,290685,2018.6,228662,1
UNITED STATES,865158,2018.6,594471,1
BELGIUM,-20931,2018.6,-4360,1
BERMUDA,-5502,2018.6,84484,1
GERMANY,267639,2018.6,253407,1
ITALY,-9838,2018.6,-3392,1
JAPAN,7328,2018.6,4229,1
BRAZIL,1004069,2018.6,1101284,1
AUSTRALIA,-27658,2018.6,-14968,1
NETHERLANDS,1082522,2018.6,962679,1
SWITZERLAND,-19205,2018.6,-16468,1
ISRAEL,-16912,2018.6,-8487,1
BRITAIN,122894,2018.6,119834,1
CHINA,378337,2018.6,205530,1
INDIA,-2186,2018.6,-6020,1
RUSSIA,30813,2018.6,50209,1
FRANCE,1501,2018.6,1235,1
CANADA,366710,2018.6,257132,1
GERMANY,378527,2018.6,358398,1
NETHERLANDS,1531032,2018.6,1361535,1
BRITAIN,173812,2018.6,169484,1
INDIA,-3092,2018.6,-8514,1
CHINA,535090,2018.6,290685,1
FRANCE,2122,2018.6,1747,1
RUSSIA,43579,2018.6,71012,1
AUSTRALIA,-39117,2018.6,-21170,1
ITALY,-13914,2018.6,-4797,1
BRAZIL,1420074,2018.6,1557567,1
ISRAEL,-23919,2018.6,-12003,1
UNITED STATES,1223609,2018.6,840772,1
BERMUDA,-7782,2018.6,119487,1
BELGIUM,-29604,2018.6,-6166,1
CANADA,518645,2018.6,363667,1
JAPAN,10365,2018.6,5981,1
SWITZERLAND,-27162,2018.6,-23291,1
UNITED STATES,893117,2018.6,865158,1
CHINA,287301,2018.6,378337,1
GERMANY,272239,2018.6,267639,1
FRANCE,1440,2018.6,1501,1
CANADA,360630,2018.6,366710,1
BERMUDA,-2663,2018.6,-5502,1
JAPAN,7574,2018.6,7328,1
RUSSIA,46847,2018.6,30813,1
BELGIUM,-23203,2018.6,-20931,1
BRITAIN,127216,2018.6,122894,1
BRAZIL,945271,2018.6,1004069,1
SWITZERLAND,-18767,2018.6,-19205,1
AUSTRALIA,-25491,2018.6,-27658,1
ISRAEL,-18553,2018.6,-16912,1
ITALY,-10773,2018.6,-9838,1
NETHERLANDS,1063083,2018.6,1082522,1
AUSTRALIA,-36052,2018.6,-39117,1
BELGIUM,-32816,2018.6,-29604,1
RUSSIA,66256,2018.6,43579,1
CANADA,510046,2018.6,518645,1
UNITED STATES,1263152,2018.6,1223609,1
BRAZIL,1336915,2018.6,1420074,1
SWITZERLAND,-26542,2018.6,-27162,1
BRITAIN,179924,2018.6,173812,1
BERMUDA,-3767,2018.6,-7782,1
GERMANY,385032,2018.6,378527,1
ITALY,-15237,2018.6,-13914,1
ISRAEL,-26240,2018.6,-23919,1
NETHERLANDS,1503539,2018.6,1531032,1
FRANCE,2036,2018.6,2122,1
JAPAN,10712,2018.6,10365,1
CHINA,406336,2018.6,535090,1
ISRAEL,-18119,2018.7,-18553,1
BERMUDA,-2031,2018.7,-2663,1
CHINA,313105,2018.7,287301,1
ITALY,-10496,2018.7,-10773,1
UNITED STATES,1150894,2018.7,893117,1
NETHERLANDS,1017295,2018.7,1063083,1
BRAZIL,861200,2018.7,945271,1
AUSTRALIA,-30808,2018.7,-25491,1
GERMANY,270410,2018.7,272239,1
SWITZERLAND,-11313,2018.7,-18767,1
CANADA,455383,2018.7,360630,1
JAPAN,8286,2018.7,7574,1
RUSSIA,62703,2018.7,46847,1
FRANCE,1951,2018.7,1440,1
BRITAIN,113749,2018.7,127216,1
BELGIUM,-23723,2018.7,-23203,1
ITALY,-14845,2018.7,-15237,1
NETHERLANDS,1438779,2018.7,1503539,1
BERMUDA,-2873,2018.7,-3767,1
CHINA,442830,2018.7,406336,1
AUSTRALIA,-43572,2018.7,-36052,1
CANADA,644057,2018.7,510046,1
JAPAN,11720,2018.7,10712,1
RUSSIA,88682,2018.7,66256,1
ISRAEL,-25625,2018.7,-26240,1
BRITAIN,160877,2018.7,179924,1
SWITZERLAND,-16001,2018.7,-26542,1
BRAZIL,1218012,2018.7,1336915,1
UNITED STATES,1627731,2018.7,1263152,1
FRANCE,2759,2018.7,2036,1
BELGIUM,-33552,2018.7,-32816,1
GERMANY,382446,2018.7,385032,1
JAPAN,13506,2018.7,8286,1
FRANCE,1282,2018.7,1951,1
BELGIUM,-9287,2018.7,-23723,1
BRITAIN,84192,2018.7,113749,1
ITALY,-5492,2018.7,-10496,1
NETHERLANDS,965601,2018.7,1017295,1
RUSSIA,68199,2018.7,62703,1
CANADA,372100,2018.7,455383,1
BERMUDA,-1508,2018.7,-2031,1
GERMANY,286379,2018.7,270410,1
BRAZIL,777551,2018.7,861200,1
AUSTRALIA,-24637,2018.7,-30808,1
SWITZERLAND,-6501,2018.7,-11313,1
ISRAEL,-11297,2018.7,-18119,1
CHINA,269917,2018.7,313105,1
UNITED STATES,858454,2018.7,1150894,1
BELGIUM,-13135,2018.7,-33552,1
BRITAIN,119074,2018.7,160877,1
UNITED STATES,1214128,2018.7,1627731,1
JAPAN,19101,2018.7,11720,1
ISRAEL,-15977,2018.7,-25625,1
BRAZIL,1099705,2018.7,1218012,1
SWITZERLAND,-9195,2018.7,-16001,1
RUSSIA,96455,2018.7,88682,1
FRANCE,1813,2018.7,2759,1
CHINA,381749,2018.7,442830,1
BERMUDA,-2132,2018.7,-2873,1
AUSTRALIA,-34844,2018.7,-43572,1
ITALY,-7768,2018.7,-14845,1
GERMANY,405032,2018.7,382446,1
CANADA,526268,2018.7,644057,1
NETHERLANDS,1365668,2018.7,1438779,1
ITALY,-12691,2018.7,-5492,1
BELGIUM,-17771,2018.7,-9287,1
FRANCE,2013,2018.7,1282,1
